"","Y","D","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1",0,0,32,21804,11,1,0,0,0,0,1
"2",2913,0,28,21600,12,3,1,1,0,1,1
"3",-740,0,63,21630,15,2,0,0,0,0,1
"4",-5000,0,43,22410,12,1,0,0,1,0,0
"5",0,0,47,21420,13,1,0,0,0,0,1
"6",-3900,0,36,23700,12,4,1,1,0,0,1
"7",-7350,0,30,19950,14,3,1,0,0,0,0
"8",-2450,0,29,23274,12,3,0,0,0,0,0
"9",41800,0,54,20019,13,3,1,0,0,1,1
"10",4883,0,44,26472,12,4,1,0,0,0,1
"11",-5500,0,36,25200,12,4,0,0,0,0,0
"12",9918,0,39,23046,14,1,0,0,0,1,1
"13",2050,0,37,25920,18,1,0,0,0,0,0
"14",-19840,0,31,25002,12,4,1,1,0,0,0
"15",0,0,46,18000,14,2,0,0,0,1,1
"16",-1400,0,37,24231,13,4,1,1,0,0,1
"17",800,0,32,25314,12,1,0,0,0,0,0
"18",0,0,26,17952,15,1,0,0,0,0,0
"19",0,0,37,18942,14,4,0,0,0,0,0
"20",200,0,28,17370,12,1,0,0,0,0,0
"21",0,0,42,18000,1,1,0,0,0,0,1
"22",15599,0,61,19278,8,1,0,0,1,1,0
"23",2905,0,51,19956,12,3,1,0,0,0,1
"24",600,0,49,17874,12,2,0,0,0,0,1
"25",31791,0,53,23721,13,1,0,0,1,1,1
"26",-400,0,30,23118,16,1,0,0,1,0,0
"27",-12000,0,32,25305,12,3,1,1,0,0,1
"28",0,0,26,22080,12,3,0,0,1,0,0
"29",10029,0,30,21306,16,2,0,0,0,0,1
"30",-1564,0,49,22395,12,5,1,1,1,0,1
"31",1800,0,32,19224,14,1,0,0,1,0,0
"32",12500,0,44,21234,15,1,0,0,1,1,1
"33",6000,0,32,21930,14,1,0,0,0,0,0
"34",-300,0,39,20760,12,2,1,1,0,0,1
"35",30,0,35,24123,14,3,0,0,1,0,0
"36",0,0,28,22833,12,3,0,0,0,0,0
"37",1000,0,34,24465,11,3,1,1,0,0,0
"38",4572,0,34,20667,12,4,1,1,0,1,0
"39",200,0,58,20490,12,4,1,1,0,0,1
"40",-397,0,35,21177,12,4,0,0,0,0,0
"41",0,0,35,21735,12,4,1,1,0,0,0
"42",-1951,0,31,24012,13,2,1,1,0,0,0
"43",41499,0,58,20976,13,1,0,0,0,0,1
"44",-500,0,51,19968,18,2,0,0,0,0,1
"45",-165,0,37,20421,13,1,0,0,0,0,0
"46",-1804,0,27,23400,5,3,1,1,0,0,0
"47",259,0,62,20622,16,1,0,0,0,0,1
"48",2225,0,60,22986,12,2,1,1,0,1,1
"49",294,0,61,19545,12,3,1,1,0,0,1
"50",700,0,31,19860,14,1,0,0,0,0,0
"51",89900,0,49,23250,12,1,0,0,0,1,1
"52",4000,0,31,23529,16,1,0,0,1,0,0
"53",8199,0,33,24612,6,5,0,0,0,0,1
"54",-7451,0,40,17880,12,3,0,0,0,0,0
"55",-7920,0,41,19641,12,3,0,0,0,0,1
"56",99,0,42,23430,13,5,0,0,0,0,0
"57",3899,0,34,19713,12,3,1,0,0,0,0
"58",-451,0,60,24996,10,4,1,1,1,0,1
"59",2600,0,60,21072,15,2,1,1,0,0,0
"60",200,0,49,18012,12,2,0,0,0,0,1
"61",-4850,0,34,21645,14,2,0,0,1,0,0
"62",-633,0,56,17724,13,3,1,0,0,0,1
"63",2549,0,38,18438,11,6,1,0,0,0,0
"64",-800,0,38,19125,12,7,1,0,0,0,0
"65",-3650,0,37,20424,11,4,1,0,0,0,1
"66",-400,0,34,21600,13,3,1,1,0,0,0
"67",-425,0,28,20148,12,5,1,1,1,0,0
"68",-100,0,31,20475,17,1,1,0,0,0,0
"69",-150,0,28,19500,12,1,0,0,0,0,0
"70",20649,0,58,20235,10,2,1,0,0,1,1
"71",310,0,43,23490,14,1,0,0,0,0,1
"72",-650,0,40,19209,15,2,0,0,0,0,1
"73",656,0,59,23976,14,2,1,0,0,0,1
"74",11800,0,55,21801,12,3,0,0,1,1,1
"75",1225,0,35,24549,14,1,0,0,1,0,0
"76",2398,0,31,19284,14,1,0,0,1,0,0
"77",-3500,0,41,18675,14,2,0,0,0,0,1
"78",-1600,0,53,21816,10,1,0,0,1,0,0
"79",0,0,28,19170,14,4,1,1,0,0,0
"80",18000,0,52,21435,12,1,0,0,1,1,1
"81",6807,0,32,19035,12,4,1,0,1,0,1
"82",9645,0,33,22050,14,2,0,0,0,0,0
"83",1200,0,30,22362,13,1,0,0,0,0,0
"84",1000,0,35,21450,12,5,1,0,0,0,1
"85",2399,0,50,22200,12,1,0,0,1,0,1
"86",15600,0,25,17793,18,1,0,0,0,0,0
"87",-2225,0,60,22440,12,2,1,1,0,0,1
"88",-4300,0,43,20583,16,4,0,0,1,0,0
"89",46800,0,58,24804,12,2,0,0,0,1,1
"90",635,0,25,21630,16,1,0,0,0,1,0
"91",6200,0,49,19809,12,3,0,0,1,0,0
"92",500,0,49,20430,13,1,0,0,0,0,0
"93",100,0,48,23412,12,6,1,0,0,0,1
