"","Y","D","X1","X2","X3","X4","X5","X6","X7","X8","X9"
"1",1015,0,36,28452,16,1,0,0,0,0,1
"2",27800,0,34,34680,16,1,0,0,0,1,1
"3",1900,0,32,37260,18,3,1,0,0,0,1
"4",0,0,38,30600,18,1,1,0,0,0,0
"5",-4700,0,32,33414,13,4,1,1,0,0,0
"6",0,0,53,30000,12,3,1,0,0,0,1
"7",2000,0,64,26826,12,1,0,0,0,0,1
"8",0,0,62,33228,12,2,1,1,0,0,0
"9",-4700,0,37,28134,13,3,1,0,0,0,0
"10",5000,0,41,31635,13,2,0,0,0,0,1
"11",700,0,37,27072,9,5,1,1,0,0,0
"12",3550,0,57,34410,15,3,1,1,0,0,1
"13",-3600,0,30,27624,12,1,0,0,1,0,1
"14",-6994,0,45,35565,12,3,0,0,0,0,0
"15",20700,0,38,33576,10,4,1,0,0,0,1
"16",3000,0,53,30780,8,4,1,1,1,0,1
"17",-5000,0,25,27480,12,3,1,1,0,0,1
"18",-3250,0,27,29766,14,2,1,0,0,0,1
"19",-1600,0,28,29922,11,6,1,1,0,0,1
"20",2700,0,44,32460,14,2,1,0,1,0,1
"21",-635,0,29,36213,9,6,1,1,0,0,0
"22",-2100,0,29,31569,17,4,1,0,0,0,1
"23",15100,0,33,33885,16,2,1,1,0,0,1
"24",4500,0,33,30075,6,3,1,1,0,0,1
"25",-10525,0,30,35058,16,2,1,1,0,0,0
"26",17075,0,35,30300,18,2,0,0,0,0,1
"27",2010,0,48,29238,10,4,1,0,0,0,1
"28",1600,0,36,31869,16,1,0,0,0,1,0
"29",1500,0,32,34455,13,3,1,1,0,1,1
"30",-21070,0,27,33453,16,3,1,1,1,0,1
"31",-3900,0,31,27150,12,3,0,0,0,0,0
"32",-595,0,31,31536,12,4,1,1,1,0,1
"33",-15565,0,35,28782,13,5,1,1,0,0,1
"34",1500,0,42,36666,18,3,1,1,0,0,1
"35",-10491,0,36,36267,15,4,1,1,0,0,1
"36",209,0,30,33420,12,4,1,1,0,0,0
"37",25699,0,52,30870,13,3,1,1,0,0,1
"38",4000,0,63,37320,8,2,1,0,0,0,1
"39",100,0,35,28998,12,3,0,0,1,0,0
"40",49,0,48,26958,13,3,1,0,0,0,0
"41",-2854,0,54,28059,16,5,1,1,0,1,0
"42",-11635,0,37,34803,11,5,1,1,0,0,1
"43",67600,0,44,34755,1,4,1,0,0,0,1
"44",500,0,38,28050,12,4,1,0,0,0,1
"45",0,0,31,28080,12,3,1,1,0,0,1
"46",12192,0,27,31830,15,3,1,1,0,1,1
"47",-2100,0,38,31896,15,5,1,1,1,0,1
"48",28000,0,41,31254,18,1,0,0,1,0,1
"49",-6600,0,43,31800,12,3,0,0,1,0,1
"50",0,0,51,36450,12,3,1,0,0,0,1
"51",734,0,53,31386,12,3,1,0,0,0,1
"52",-3300,0,58,27639,10,2,1,0,0,0,1
"53",360,0,26,30720,16,1,0,0,0,0,1
"54",749,0,53,34185,12,1,0,0,1,0,1
"55",-16000,0,54,27858,6,4,1,0,0,0,1
"56",37316,0,38,27813,11,3,1,1,0,1,1
"57",-2200,0,32,36150,12,4,1,1,0,0,1
"58",-9001,0,25,33729,18,1,0,0,0,0,0
"59",0,0,54,27240,16,5,0,0,1,0,0
"60",250,0,56,35742,12,3,1,0,0,0,1
"61",3660,0,63,28272,8,4,1,0,0,0,1
"62",130,0,42,27000,13,1,0,0,1,0,1
